V1	V2
XP_015772762.1	GO:0005634
XP_015772764.1	GO:0060473;GO:0005737;GO:0005886;GO:0070001;GO:0070002;GO:0004222;GO:0008233;GO:0008270;GO:0007155;GO:0009566;GO:2000360;GO:0010954;GO:0060468
XP_015772765.1	GO:0005737;GO:0005829;GO:0032045;GO:0016020;GO:0005654;GO:0005634;GO:0005096;GO:0005089;GO:0006915;GO:0007596;GO:0016477;GO:0007010;GO:0038096;GO:0007229;GO:0006911;GO:0010634;GO:1900026;GO:0007165;GO:0007264;GO:0048010;GO:0005085;GO:0005525;GO:0051020
XP_015772766.1	GO:0030659;GO:0031901;GO:0005768;GO:0016021;GO:0005765;GO:0005764;GO:0016874;GO:0042289;GO:0061630;GO:0004842;GO:0008270;GO:0002250;GO:0002495;GO:0045347;GO:0000209;GO:0016567;GO:0000151;GO:0010992
XP_015772768.1	GO:0051213;GO:0046872
XP_015772770.1	GO:0005737;GO:0005829;GO:0070062;GO:0005654;GO:0005886;GO:0004074;GO:0042602;GO:0042167
XP_015772772.1	GO:0005783;GO:0016021;GO:0016020;GO:0007173;GO:0001881
XP_015772773.1	GO:0008270;GO:0006355;GO:0006351
XP_015772777.1	GO:0005743;GO:0070469;GO:0008121;GO:0021680;GO:0021766;GO:0021854;GO:0030901;GO:0021548;GO:0021860;GO:0021539;GO:0021794;GO:0006118;GO:0015008
XP_015772778.1	GO:0005634;GO:0008270;GO:0000122;GO:0045944;GO:0046013
XP_015772780.1	GO:0005829;GO:0070062;GO:0005654;GO:0005886;GO:0004074;GO:0042602;GO:0042167
XP_015772781.1	GO:0070062;GO:0000139;GO:0016021;GO:0003827;GO:0046872;GO:0001701;GO:0006486;GO:0006049
XP_015772782.1	GO:0005829;GO:0070062;GO:0016020;GO:0005654;GO:0005634;GO:0000502;GO:0005839;GO:0004298;GO:0031145;GO:0002479;GO:0038095;GO:0000165;GO:0090090;GO:0051436;GO:0038061;GO:0090263;GO:0051437;GO:0043161;GO:0000209;GO:0006521;GO:0043488;GO:0014070;GO:0010243;GO:0002223;GO:0050852;GO:0033209;GO:0016032;GO:0060071;GO:0004175;GO:0006511;GO:0004299;GO:0030163;GO:0043248
XP_015772785.1	GO:0005911;GO:0016021;GO:0005887;GO:0005886;GO:0014069;GO:0004930;GO:0007409;GO:0007155;GO:0007166;GO:0007186;GO:0016525;GO:0008285;GO:0007422;GO:0051965;GO:0007165;GO:0007218;GO:0016020
XP_015772787.1	GO:0005913;GO:0005829;GO:0005793;GO:0090498;GO:0005794;GO:0032580;GO:0000139;GO:0017119;GO:0016020;GO:0005730;GO:0005654;GO:0005634;GO:0098641;GO:0030154;GO:0007275;GO:0007283
XP_015772790.1	GO:0005737;GO:0005634;GO:0004843;GO:0008270;GO:0006281;GO:0016579;GO:0006511;GO:0004197;GO:0004221;GO:0007268;GO:0048167
XP_015772792.1	GO:0070847;GO:0016592;GO:0005654;GO:0005634;GO:0001104;GO:0045165;GO:0022416;GO:0048749;GO:0036011;GO:0007526;GO:0030177;GO:0006357;GO:0045498;GO:0006367;GO:0048190;GO:0031177;GO:0030374;GO:0042809;GO:0046966;GO:0006366
XP_015772795.1	GO:0005789;GO:0016021;GO:0016020;GO:0031090;GO:0050660;GO:0004499;GO:0050661;GO:0070995;GO:0004497;GO:0006118;GO:0016491;GO:0015036;GO:0005792
XP_015772797.1	GO:0032580;GO:0016021;GO:0017060;GO:0006486;GO:0008417;GO:0016020
XP_015772800.1	GO:0032580;GO:0016021;GO:0008417;GO:0006486
XP_015772804.1	GO:0070062;GO:0005615;GO:0043231;GO:0005764;GO:0016020;GO:0004566;GO:0005975
XP_015772805.1	GO:0005829;GO:0031902;GO:0015031;GO:0007034
XP_015772809.1	GO:0032580;GO:0016021;GO:0017060;GO:0006486
XP_015772810.1	GO:0070062;GO:0005509;GO:0007160
XP_015772811.1	GO:0016021;GO:0005639;GO:0016020;GO:0005637;GO:0003677;GO:0000166;GO:0032926;GO:0030514;GO:0030512
XP_015772815.1	GO:0005891;GO:0005246;GO:0046872;GO:0005245;GO:0006816;GO:0051924
XP_015772818.1	GO:0009986;GO:0005783;GO:0005576;GO:0005794;GO:0005887;GO:0005634;GO:0005886;GO:0030133;GO:0016303;GO:0005524;GO:0017134;GO:0005007;GO:0046934;GO:0004713;GO:0005088;GO:0070977;GO:0030282;GO:0060349;GO:0007267;GO:0002062;GO:0035988;GO:0003416;GO:0001958;GO:1902178;GO:0008543;GO:0007259;GO:0000165;GO:0048640;GO:0018108;GO:0048015;GO:0008284;GO:0070374;GO:0043410;GO:0043552;GO:0010518;GO:0042511;GO:0042517;GO:0046777;GO:0014066;GO:0001501;GO:0004672;GO:0006468;GO:0004674
XP_015772822.1	GO:0005634;GO:0008270;GO:0006355;GO:0006351
XP_015772826.1	GO:0005901;GO:0005768;GO:0000139;GO:0045121;GO:0070836;GO:0030512;GO:0031623;GO:0031295
XP_015772827.1	GO:0005886;GO:0005891;GO:0005262;GO:0005246;GO:0046872;GO:0005244;GO:0070588;GO:0061337;GO:0051924;GO:0005245
XP_015772834.1	GO:0016021;GO:0005886;GO:0004980;GO:0042923;GO:0017046;GO:0007188;GO:0032922;GO:0042309;GO:0045475;GO:0030819;GO:0008217;GO:0060259;GO:0002027;GO:0055078
XP_015772846.1	GO:0005769;GO:0005887;GO:0043235;GO:0004941;GO:0051379;GO:0051380;GO:0042803;GO:0007190;GO:0071880;GO:0007267;GO:0002032;GO:0045986;GO:1901098;GO:1904504;GO:0043410;GO:0006898;GO:0042312;GO:0002025
XP_015772847.1	GO:0016021;GO:0004930;GO:0009881;GO:0007602;GO:0018298;GO:0007601
XP_015772852.1	GO:0005743;GO:0005762;GO:0005739;GO:0019904;GO:0003735;GO:0000002;GO:0006412;GO:0005622;GO:0005840
XP_015772853.1	GO:0005881;GO:0036513;GO:0036502;GO:0005783;GO:0030176;GO:0034362;GO:0005886;GO:0034361;GO:0016209;GO:0051117;GO:0019899;GO:0004872;GO:1990381;GO:0045454;GO:0032869;GO:0071222;GO:0034599;GO:0030968;GO:0006983;GO:0030433;GO:0045184;GO:0002865;GO:1902236;GO:0046325;GO:0045719;GO:0050728;GO:0032715;GO:2000110;GO:0051771;GO:0032720;GO:0006111;GO:0080164;GO:0009749;GO:0051775;GO:0030970
XP_015772860.1	GO:0005913;GO:0005911;GO:0005737;GO:0005783;GO:0005634;GO:0005886;GO:0000164;GO:0005840;GO:0005802;GO:0012506;GO:0005086;GO:0098641;GO:0046875;GO:0071074;GO:0019904;GO:0004860;GO:0005102;GO:0030971;GO:0007015;GO:0016477;GO:0048013;GO:0030032;GO:0060548;GO:1903912;GO:0033137;GO:1903898;GO:1990441;GO:0070262;GO:0030838;GO:1903676;GO:1903679;GO:1902237;GO:0010976;GO:0042102;GO:0045944;GO:0036493;GO:0030334;GO:0051707;GO:0006930;GO:0042110;GO:0016192;GO:0004715
XP_015772881.1	GO:0005737;GO:0070062;GO:0004145;GO:0019809;GO:0046204;GO:0032920;GO:0009447;GO:0032918;GO:0008216;GO:0032919;GO:0046208;GO:0008215;GO:0008080
XP_015772882.1	GO:0005634;GO:0000978;GO:0001077;GO:0007275;GO:0003677;GO:0003700;GO:0006355
XP_015772883.1	GO:0032996;GO:0033257;GO:0005737;GO:0045171;GO:0005654;GO:0005634;GO:0048471;GO:0043234;GO:0003677;GO:0030674;GO:0003700;GO:0008134;GO:0019730;GO:0006974;GO:0042742;GO:0042832;GO:0030330;GO:0030198;GO:0002268;GO:0002467;GO:0002455;GO:0007249;GO:0042771;GO:0051457;GO:0002315;GO:0043066;GO:0045415;GO:0045892;GO:0042536;GO:0032729;GO:0045082;GO:0045944;GO:0045893;GO:0045727;GO:0000060;GO:0042981;GO:0051101;GO:0042345;GO:0010225;GO:0009615;GO:0048536;GO:0042088;GO:0045064;GO:0006351;GO:0051059
XP_015772884.1	GO:0005634;GO:0003677;GO:0003700;GO:0008270;GO:0045892;GO:0070895;GO:0006351;GO:0003676
XP_015772887.1	GO:0005634;GO:0043565;GO:0045892;GO:0014028;GO:0006351;GO:0003677;GO:0003700;GO:0006355
XP_015772890.1	GO:0005634;GO:0000977;GO:0003705;GO:0001228;GO:0008407;GO:0001751;GO:0008057;GO:0007455;GO:0007479;GO:0000122;GO:0045892;GO:0050896;GO:0008052;GO:0007601;GO:0003677;GO:0003700;GO:0006355
XP_015772891.1	GO:0005634;GO:0043565;GO:0007420;GO:0030154;GO:0042472;GO:0008284;GO:0048026;GO:0006355;GO:0006351;GO:0003677;GO:0003700
XP_015772894.1	GO:0005737;GO:0005634;GO:0005524;GO:0004672;GO:0004674;GO:0006897;GO:0018105;GO:0032436;GO:0006468;GO:0008360;GO:0048511;GO:0016055;GO:0004713;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
XP_015772896.1	GO:0005829;GO:0070062;GO:0001760;GO:0016787;GO:0008270;GO:1905004;GO:0051259;GO:0046874;GO:1905012;GO:1904984;GO:0006569;GO:0008152
XP_015772898.1	GO:0005794;GO:0005871;GO:0005874;GO:0030496;GO:0005819;GO:0005524;GO:0016887;GO:0003777;GO:0019901;GO:0000920;GO:0000910;GO:0001578;GO:0007018;GO:0000281;GO:0015031
XP_015772899.1	GO:0005794;GO:0005871;GO:0005874;GO:0030496;GO:0005819;GO:0005524;GO:0016887;GO:0003777;GO:0000920;GO:0000910;GO:0001578;GO:0007018;GO:0000281;GO:0015031
XP_015772900.1	GO:0030054;GO:0043197;GO:0005789;GO:0005887;GO:0031226;GO:0005874;GO:0005741;GO:0031594;GO:0043204;GO:0048471;GO:0042383;GO:0016528;GO:0015368;GO:0005432;GO:0046872;GO:1990034;GO:1990035;GO:0070588;GO:0060402;GO:0007154;GO:0006874;GO:0071320;GO:0071456;GO:0002244;GO:0007612;GO:0060291;GO:0007613;GO:0030001;GO:0051560;GO:0006851;GO:0042552;GO:0048709;GO:0014819;GO:0035725;GO:0021537;GO:0016021;GO:0006816;GO:0016020
XP_015772902.1	GO:0005887;GO:0008188;GO:0042277;GO:0032870;GO:0007268;GO:1901652
XP_015772906.1	GO:0005737;GO:0005758;GO:0005739;GO:0050660;GO:0016971;GO:0015035;GO:0001889
XP_015772912.1	GO:0016881;GO:0005128;GO:0005135;GO:0031386;GO:0017160;GO:0061630;GO:0004842;GO:0008270;GO:0006914;GO:0097191;GO:0030336;GO:0008285;GO:1901525;GO:2000379;GO:0051091;GO:0010498;GO:0051865;GO:0000209;GO:0016567;GO:2000114;GO:0010468;GO:0045619;GO:0043408;GO:0045637;GO:0051896;GO:2000377
XP_015772913.1	GO:0000786;GO:0005634;GO:0003677;GO:0006310;GO:0006281;GO:0051321;GO:0006334;GO:0007001
XP_015772921.1	GO:1990130;GO:0005773;GO:0005096;GO:0035909;GO:0048738;GO:0034198;GO:0032007;GO:0060021;GO:2000785;GO:0038202;GO:0003281
XP_015772923.1	GO:0005618;GO:0005615;GO:0005773;GO:0034722;GO:0008242;GO:0006541;GO:0046900
XP_015772924.1	GO:0005737;GO:0005730;GO:0005524;GO:0004004;GO:0044822;GO:0006396;GO:0008026;GO:0003676;GO:0004386;GO:0000166;GO:0017111;GO:0004003;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
XP_015772925.1	GO:0016021;GO:0032039;GO:0016020;GO:0031965;GO:0005634;GO:0001832;GO:0001833;GO:0043066;GO:0043154;GO:0016180;GO:0034474
XP_015772927.1	GO:0005783;GO:0016021;GO:0005509
XP_015772928.1	GO:0005581;GO:0005783;GO:0031012;GO:0005794;GO:0005578;GO:0010811
XP_015772929.1	GO:0016021;GO:0015171
XP_015772944.1	GO:0005737;GO:0005730;GO:0005654;GO:0005634;GO:0005886;GO:0005525;GO:0050873;GO:0007264;GO:0006886;GO:0003924;GO:0003925
XP_015772945.1	GO:0005829;GO:0070062;GO:0005615;GO:0005764;GO:0042470;GO:0005634;GO:0005773;GO:0008238;GO:0034722;GO:0008242;GO:0006541;GO:0042493;GO:0045471;GO:0032868;GO:0010043;GO:0046900;GO:0003824;GO:0008464
XP_015772947.1	GO:0000777;GO:0005737;GO:0000776;GO:0005874;GO:0005634;GO:0005819;GO:1990047;GO:0046872;GO:0008017;GO:0008608;GO:0051301;GO:0001578;GO:0046785;GO:0000070;GO:0090307;GO:0007094;GO:0050821;GO:0051983
XP_015772954.1	GO:0005577;GO:0046872;GO:0030168;GO:0051258;GO:0007165
XP_015772956.1	GO:0016324;GO:0031526;GO:0016021;GO:0005886;GO:0015184;GO:0015175;GO:0042605;GO:0015811;GO:0015804;GO:0005279;GO:0006865;GO:0016020;GO:0006810
XP_015772966.1	GO:0005930;GO:0005813;GO:0036064;GO:0097542;GO:0005929;GO:0005737;GO:0030991;GO:0072372;GO:0035091;GO:0042384;GO:0035721;GO:0061512
XP_015772969.1	GO:0005737;GO:0005829;GO:0005634;GO:0008198;GO:0005506;GO:0000166;GO:0016706;GO:0016300;GO:0000049;GO:0008270;GO:0055114;GO:0030488;GO:0002098
XP_015772971.1	GO:0016607;GO:0005634;GO:0000347;GO:0000445;GO:0000346;GO:0003729;GO:0001824;GO:0000902;GO:0048699;GO:0006406;GO:0006397;GO:0010977;GO:0048666;GO:0016973;GO:0010468;GO:0010793;GO:0008380;GO:0017145;GO:0046784
XP_015772975.1	GO:0005739;GO:0005525;GO:0003924;GO:0046872
XP_015772976.1	GO:0005525;GO:0003924;GO:0000287;GO:0000917
XP_015772977.1	GO:0016324;GO:0016021;GO:0005887;GO:0005739;GO:0045296;GO:0005509;GO:0050839;GO:0004872;GO:0016339;GO:0000904;GO:0008283;GO:0044331;GO:0045317;GO:0048105;GO:0045198;GO:0001737;GO:0042067;GO:0001736;GO:0007164;GO:0016336;GO:0007157;GO:0035329;GO:0007156;GO:0007446;GO:0007447;GO:0007476;GO:0090176;GO:0008285;GO:0010629;GO:0045926;GO:0045571;GO:0030178;GO:0016318;GO:0018149;GO:0035209;GO:0040008;GO:0045570;GO:0046620;GO:0032880;GO:0035159;GO:0016337;GO:0009888;GO:0035220
XP_015772982.1	GO:0016021;GO:0005743;GO:0005739;GO:0015218;GO:0003735;GO:0000002;GO:0007005;GO:0006864;GO:0051881;GO:0006412;GO:0005488;GO:0006810;GO:0016020;GO:0005310
XP_015772984.1	GO:0016021;GO:0005743;GO:0003735;GO:0006412;GO:0055085
XP_015773001.1	GO:0005737;GO:0030426;GO:0016020;GO:0005089;GO:0048013;GO:0061002;GO:0043087;GO:0035023
XP_015773003.1	GO:0005829;GO:0070062;GO:0005615;GO:0005634;GO:0004807;GO:0006094;GO:0046166;GO:0019563;GO:0006096;GO:0007275;GO:0006098
XP_015773005.1	GO:0033721;GO:0050662;GO:1901426
XP_015773006.1	GO:0005737;GO:0005634;GO:0004090;GO:0050662;GO:0016491
XP_015773008.1	GO:0005737;GO:0005829;GO:0045121;GO:0005739;GO:0005634;GO:0005886;GO:0005507;GO:0045340;GO:0003729;GO:0008233;GO:0036524;GO:0042803;GO:0006914;GO:0070301;GO:0034599;GO:0010273;GO:0050787;GO:0006954;GO:0007005;GO:0060548;GO:0032091;GO:2000277;GO:0006517;GO:0050821;GO:0050727;GO:0043523;GO:0007338
XP_015773011.1	GO:0003677;GO:0046872
XP_015773015.1	GO:0016798;GO:0046872;GO:0004730;GO:0046113
XP_015773017.1	GO:0005737;GO:0005856;GO:0005829;GO:0070062;GO:0048471;GO:0005886;GO:0005802;GO:0019003;GO:0005525;GO:0003924;GO:0007030;GO:0006895;GO:0010977;GO:0090316;GO:0015031;GO:0042147;GO:0035526;GO:0007264
XP_015773018.1	GO:0016593;GO:0005737;GO:0005634;GO:0055087;GO:0035327;GO:0032968;GO:0045944;GO:0003847
XP_015773019.1	GO:0005788;GO:0030173;GO:0008233;GO:0004252;GO:0032455;GO:0016485;GO:0004289;GO:0006508;GO:0005524;GO:0004276
XP_015773020.1	GO:0031253;GO:0045334;GO:0005905;GO:0010008;GO:0070062;GO:0045171;GO:0042470;GO:0005739;GO:0005886;GO:0019003;GO:0005525;GO:0003924;GO:0005546;GO:0019882;GO:1990090;GO:0000910;GO:0032456;GO:0016197;GO:0006888;GO:0031175;GO:0048227;GO:0036010;GO:0015031;GO:0007264;GO:0006886;GO:0000160;GO:0003677;GO:0006355;GO:0003925
XP_015773024.1	GO:0005739;GO:0005840;GO:0044822;GO:0003735;GO:0006412;GO:0005622
XP_015773028.1	GO:0016021;GO:0005743;GO:0004129
XP_015773029.1	GO:0000131;GO:0043332;GO:0005886;GO:0030658;GO:0005525;GO:0003924;GO:0031321;GO:0006914;GO:0006887;GO:0006893;GO:0007107;GO:0015031;GO:0007264;GO:0006906
XP_015773034.1	GO:0005840;GO:0042254;GO:0005622;GO:0003735;GO:0006414;GO:0003906;GO:0022625;GO:0006412
XP_015773035.1	GO:0005634;GO:0003677;GO:0016569;GO:0043486;GO:0006355;GO:0006351
XP_015773036.1	GO:0005737;GO:0070062;GO:0005634;GO:0005839;GO:0001530;GO:0004298;GO:0002862;GO:0051603;GO:0004175;GO:0006511;GO:0004299;GO:0030163;GO:0043248
XP_015773037.1	GO:0009986;GO:0005576;GO:0004867;GO:0007155
XP_015773041.1	GO:0016020;GO:0005739;GO:0005730;GO:0005697;GO:0005525;GO:0003924;GO:0044822;GO:0032091;GO:0033234;GO:0031397;GO:0032211;GO:0090073;GO:1904816;GO:0031647;GO:0042254
XP_015773049.1	GO:0009941;GO:0031969;GO:0005737;GO:0009898;GO:0005783;GO:0005794;GO:0005739;GO:0005886;GO:0009506;GO:0005774;GO:0005773;GO:0045735;GO:0005215;GO:0030644;GO:0006883;GO:0010286;GO:0042538;GO:0006629;GO:1902884;GO:1901002;GO:0009409;GO:0009735;GO:0050826;GO:0009408;GO:0009644;GO:0009416;GO:1901562;GO:0009414;GO:0010431
XP_015773051.1	GO:0032044;GO:0008270;GO:0032786;GO:0006351;GO:0005634;GO:0008159;GO:0045941
XP_015773052.1	GO:0005622;GO:0030529;GO:0005739;GO:0005634;GO:0005525;GO:0003924;GO:0043021;GO:0035368;GO:0003746;GO:0000049;GO:0001514;GO:0006412;GO:0006414;GO:0008547
XP_015773070.1	GO:0031225;GO:0005618;GO:0005576;GO:0007155;GO:0009405
XP_015773071.1	GO:0030136;GO:0005737;GO:0031901;GO:0005770;GO:0031902;GO:0005765;GO:0005764;GO:0048471;GO:0031091;GO:0055037;GO:0007032;GO:0032418;GO:0035855;GO:0032400;GO:0061025;GO:0070889;GO:0015031;GO:0090330;GO:0006904;GO:0016192;GO:0005524;GO:0016887
XP_015773072.1	GO:0005884;GO:0030424;GO:0005913;GO:0005737;GO:0036464;GO:0005829;GO:0070062;GO:0031234;GO:0005925;GO:0030426;GO:0016328;GO:0045121;GO:0005874;GO:0030496;GO:0043005;GO:0005634;GO:0005886;GO:0043234;GO:0001726;GO:0036057;GO:0098641;GO:0005509;GO:0005516;GO:0005096;GO:0005095;GO:0005547;GO:0019904;GO:0019901;GO:0019903;GO:0043539;GO:0044548;GO:0071277;GO:0071364;GO:0036120;GO:0007173;GO:0008543;GO:0072015;GO:0035305;GO:1990138;GO:0048008;GO:1903829;GO:1900006;GO:0051894;GO:0043406;GO:1900086;GO:0045860;GO:1904754;GO:0001817;GO:1990776;GO:0007165
XP_015773074.1	GO:0005911;GO:0005829;GO:0016328;GO:0005516;GO:0070856;GO:0000187;GO:0071310;GO:0070371;GO:0000082;GO:0010629;GO:0010628;GO:0033601;GO:0007265;GO:0008361;GO:0043087
XP_015773075.1	GO:0016282;GO:0033290;GO:0005852;GO:0003743;GO:0002181;GO:0001731;GO:0006446;GO:0006412
XP_015773080.1	GO:0016021;GO:0005886;GO:0007275
XP_015773083.1	GO:0005604;GO:0005581;GO:0030056;GO:0016021;GO:0031581
XP_015773084.1	GO:0005737;GO:0005874;GO:0005525;GO:0003924;GO:0005200;GO:0007017
XP_015773086.1	GO:0031965;GO:0005654;GO:0036459;GO:0006915;GO:0005509
XP_015773088.1	GO:0005813;GO:0005929;GO:0005737;GO:0030992;GO:0042384;GO:0042073;GO:0048793;GO:0070507
XP_015773089.1	GO:0016021;GO:0005778;GO:0000062;GO:0008289;GO:0030242;GO:0006810;GO:0004165
XP_015773091.1	GO:0030424;GO:0009986;GO:0016021;GO:0005887;GO:0016020;GO:0043005;GO:0005886;GO:0005332;GO:0046872;GO:0005328;GO:0007268;GO:0051939;GO:0015812;GO:0007612;GO:0032229;GO:0006836;GO:0014054;GO:0051260;GO:0051592;GO:0042220;GO:0032355;GO:0010288;GO:0014074;GO:0009744;GO:0009636;GO:0006810
XP_015773094.1	GO:0006355;GO:0006351;GO:0003743;GO:0006446;GO:0006412
XP_015773095.1	GO:0005762;GO:0005739;GO:0003735;GO:0032543;GO:0006412
XP_015773098.1	GO:0005751;GO:0008137;GO:1902600;GO:0003954
XP_015773099.1	GO:0043197;GO:0016021;GO:0005886;GO:0001609;GO:0060079;GO:0050728;GO:0002686;GO:1900453;GO:0070256;GO:0003093;GO:0051930;GO:0001584;GO:0007186
XP_015773100.1	GO:0070062;GO:0005743;GO:0005751;GO:0005739;GO:0004129;GO:0008137;GO:0032403
XP_015773104.1	GO:0005743;GO:0005758;GO:0005747;GO:0005739;GO:0008137;GO:0032403;GO:0003954
XP_015773113.1	GO:0016021;GO:0005635;GO:0005637
XP_015773122.1	GO:0016021;GO:0006811
XP_015773123.1	GO:0016324;GO:0016323;GO:0031526;GO:0034707;GO:0030659;GO:0005783;GO:0016021;GO:0005887;GO:0005622;GO:0016020;GO:0031988;GO:0005886;GO:0097225;GO:0012506;GO:0015301;GO:0015106;GO:0005254;GO:0015108;GO:0015562;GO:0015660;GO:0015499;GO:0015659;GO:0019531;GO:0030165;GO:0008271;GO:0015116;GO:0038166;GO:0015701;GO:0071320;GO:0071332;GO:0071346;GO:0006821;GO:0042045;GO:0015724;GO:0050892;GO:0051454;GO:0015797;GO:0019532;GO:0046724;GO:2001150;GO:0070528;GO:0051453;GO:0042391;GO:0048240;GO:0008272;GO:0030321;GO:0070633;GO:0031214
XP_015773125.1	GO:0005615;GO:0046872;GO:0044822;GO:0006396
XP_015773129.1	GO:0030424;GO:0016021;GO:0005886;GO:0005524;GO:0005003;GO:0019904;GO:0004713;GO:0004716;GO:0007411;GO:0007409;GO:0009792;GO:0010172;GO:0016331;GO:0001556;GO:0018108
XP_015773130.1	GO:0005737;GO:0070062;GO:0005524;GO:0004454;GO:0016052;GO:0006000;GO:0009750;GO:0009749;GO:0032868;GO:0009744;GO:0010043
XP_015773138.1	GO:0016021;GO:0005886;GO:0004995;GO:0001584;GO:0007186;GO:0000074
XP_015773147.1	GO:0005887;GO:0005886;GO:0042734;GO:0004930;GO:0008066;GO:0001642;GO:0007196;GO:0030818;GO:0051966;GO:0007608;GO:0007601;GO:0008067;GO:0016020;GO:0001641;GO:0007600
XP_015773148.1	GO:0005783;GO:0016020;GO:0031090;GO:0005886;GO:0052885;GO:0052884;GO:1901612;GO:0046872;GO:0016702;GO:0031210;GO:0001786;GO:0004744;GO:0071257;GO:0050908;GO:0008286;GO:0007468;GO:0001895;GO:0060042;GO:0042574;GO:0003834
XP_015773149.1	GO:0005737;GO:0005886;GO:0016787;GO:0046872;GO:0016702
XP_015773151.1	GO:0005622;GO:0005739;GO:0046872;GO:0016702;GO:0016121;GO:0016119;GO:0016116;GO:0055114;GO:0051881;GO:2000377;GO:0042574;GO:0042573;GO:0016122
XP_015773152.1	GO:0005634;GO:0043565;GO:0006355
XP_015773153.1	GO:0005634;GO:0043565;GO:0006355;GO:0003700;GO:0003677
XP_015773154.1	GO:0005789;GO:0016021;GO:0016491;GO:0016780;GO:0006506;GO:0016254
XP_015773157.1	GO:0030176;GO:0045444;GO:0016042;GO:0034389;GO:0019915;GO:0050995
XP_015773166.1	GO:0005509
XP_015773172.1	GO:0005634;GO:0070274;GO:0044822;GO:0006406;GO:0000398
XP_015773173.1	GO:0005737;GO:0045111;GO:0016020;GO:0005730;GO:0005634;GO:0030687;GO:0005524;GO:0016887;GO:0051082;GO:0006461;GO:0000027;GO:0006364
XP_015773174.1	GO:0005654;GO:0005634;GO:0000124;GO:0030914;GO:0033276;GO:0003677;GO:0003713;GO:0016578;GO:0043966;GO:0045893;GO:0006357;GO:0006355;GO:0006366
XP_015773175.1	GO:0005829;GO:0016020;GO:0005643;GO:0005654;GO:0008139;GO:0008565;GO:0060135;GO:0006607;GO:0045944;GO:0006606
XP_015773177.1	GO:0030054;GO:0005913;GO:0005911;GO:0005737;GO:0005829;GO:0005654;GO:0005886;GO:0098641;GO:0008022;GO:0017016;GO:0034332;GO:0007155;GO:0007267;GO:0090557;GO:0043547;GO:0007165;GO:0003774;GO:0016459
XP_015773178.1	GO:0030054;GO:0034707;GO:0030425;GO:0005887;GO:0043204;GO:0045211;GO:0016934;GO:0016594;GO:0022824;GO:1902476;GO:0007218;GO:0043200;GO:0060012
XP_015773180.1	GO:0005743;GO:0005763;GO:0005739;GO:0031965;GO:0044822;GO:0019843;GO:0003735;GO:0032543;GO:0070125;GO:0070126;GO:0006412
XP_015773181.1	GO:0016020;GO:0032301;GO:0032302;GO:0000228;GO:0000784;GO:0005634;GO:0043531;GO:0005524;GO:0016887;GO:0019237;GO:0003684;GO:0032181;GO:0003677;GO:0000406;GO:0019899;GO:0000400;GO:0032137;GO:0000404;GO:0000287;GO:0030983;GO:0032357;GO:0008022;GO:0042803;GO:0019901;GO:0032138;GO:0032142;GO:0032143;GO:0003697;GO:0000403;GO:0030183;GO:0019724;GO:0007050;GO:0006974;GO:0008340;GO:0006281;GO:0006302;GO:0007281;GO:0001701;GO:0031573;GO:0008630;GO:0042771;GO:0045190;GO:0043570;GO:0008584;GO:0006311;GO:0000710;GO:0006298;GO:0045910;GO:0043524;GO:0045128;GO:0006119;GO:0051096;GO:0006301;GO:0007131;GO:0010224;GO:0010165;GO:0016446;GO:0016447;GO:0002204
XP_015773183.1	GO:0005737;GO:0005815;GO:0034453
XP_015773188.1	GO:0005737;GO:0043231;GO:0005654;GO:0005634;GO:0005524;GO:0005509;GO:0001047;GO:0003677;GO:0046982;GO:0042803;GO:0000975;GO:0000977;GO:0003700;GO:0008134;GO:0001228;GO:0002062;GO:0071425;GO:0030097;GO:0030099;GO:0030853;GO:0001503;GO:0048935;GO:0045766;GO:0030854;GO:0032743;GO:0045944;GO:0045893;GO:0006355
XP_015773189.1	GO:0005634;GO:0005524;GO:1990841;GO:0000981;GO:1990837;GO:0002062;GO:0030097;GO:0030182;GO:0001503;GO:0030728;GO:0045766;GO:0030854;GO:2000872;GO:0045893;GO:0045595;GO:0006357;GO:0014894;GO:0006351
XP_015773190.1	GO:0005930;GO:0005737;GO:0036126;GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
XP_015773193.1	GO:0005681;GO:0000166;GO:0003723;GO:0008270;GO:0006397;GO:0008380;GO:0003676;GO:0003755;GO:0004600;GO:0030051;GO:0042027
