emblId	Go_terms
ENSDARG00000077468	GO:0016020;GO:0017128
ENSDARG00000077470	GO:0016020;GO:0016021
ENSDARG00000077473	GO:0003700;GO:0005634;GO:0006355;GO:0014032;GO:0046983
ENSDARG00000077481	GO:0005739;GO:0008080;GO:0016747;GO:0047961
ENSDARG00000077489	GO:0007409;GO:0016020;GO:0016021
ENSDARG00000077495	GO:0004721;GO:0004725;GO:0006470;GO:0016311;GO:0016787;GO:0016791;GO:0043249;GO:0048821;GO:0060215;GO:0061515
ENSDARG00000077499	GO:1901739
ENSDARG00000077504	GO:0000786;GO:0003677;GO:0005634;GO:0005694;GO:0006334
ENSDARG00000077513	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000077515	GO:0016020;GO:0016021
ENSDARG00000077530	GO:0034399;GO:0048565;GO:0051292
ENSDARG00000077532	GO:0003824;GO:0005789;GO:0006506;GO:0008152;GO:0016020;GO:0016021;GO:0016740;GO:0051377
ENSDARG00000077533	GO:0003743;GO:0005737;GO:0005852;GO:0006412;GO:0006413;GO:0031369;GO:0071541
ENSDARG00000077536	GO:0000166;GO:0003676;GO:0004386;GO:0005524;GO:0016787
ENSDARG00000077537	GO:0005575;GO:0016787
ENSDARG00000077540	GO:0004872;GO:0004930;GO:0006508;GO:0007186;GO:0007596;GO:0008233;GO:0015057;GO:0016020;GO:0016021;GO:0016787;GO:0070493
ENSDARG00000077544	GO:0003676;GO:0005634;GO:0046872
ENSDARG00000077545	GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005813;GO:0006468;GO:0035556
ENSDARG00000077547	GO:0005506;GO:0016491;GO:0031418;GO:0045329;GO:0050353;GO:0055114
ENSDARG00000077557	GO:0016020;GO:0016021
ENSDARG00000077560	GO:0004872;GO:0004970;GO:0004972;GO:0005216;GO:0005234;GO:0005886;GO:0006810;GO:0006811;GO:0016020;GO:0016021;GO:0017146;GO:0030054;GO:0045202;GO:0045211
ENSDARG00000077571	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000077572	GO:0016020;GO:0016021
ENSDARG00000077577	GO:0004930;GO:0007186;GO:0016020;GO:0016021;GO:0016492
ENSDARG00000077581	GO:0003677;GO:0008270
ENSDARG00000077583	GO:0000009;GO:0000026;GO:0000030;GO:0000033;GO:0000139;GO:0001962;GO:0003980;GO:0004376;GO:0004576;GO:0004583;GO:0005794;GO:0006486;GO:0008375;GO:0008376;GO:0008378;GO:0008417;GO:0008755;GO:0008921;GO:0015020;GO:0016020;GO:0016021;GO:0016740;GO:0016757;GO:0016759;GO:0018715;GO:0018716;GO:0018717;GO:0018718;GO:0019112;GO:0019187;GO:0031278;GO:0033556;GO:0035269;GO:0035496;GO:0042281;GO:0042283;GO:0045140;GO:0046527;GO:0046872;GO:0046920;GO:0046921;GO:0048747;GO:0052638;GO:0052639;GO:0052640;GO:0052641;GO:0052757;GO:0052824;GO:0080062
ENSDARG00000077584	GO:0005783;GO:0007040;GO:0016020;GO:0016021
ENSDARG00000077587	GO:0000786;GO:0003677;GO:0004930;GO:0005634;GO:0005694;GO:0007186;GO:0030246;GO:0046982
ENSDARG00000077589	GO:0003677;GO:0006310;GO:0015074
ENSDARG00000077609	GO:0005515;GO:0016020;GO:0016021
ENSDARG00000077618	GO:0007165
ENSDARG00000077622	GO:0016020;GO:0016021
ENSDARG00000077637	GO:0003674;GO:0008150;GO:0016020;GO:0016021
ENSDARG00000077638	GO:0004930;GO:0007186;GO:0007596;GO:0015057;GO:0016020;GO:0016021;GO:0070493
ENSDARG00000077641	GO:0005509;GO:0005576;GO:0007155;GO:0008201
ENSDARG00000077652	GO:0008150;GO:0016020;GO:0016021;GO:0016740;GO:0016746
ENSDARG00000077653	GO:0005525;GO:0007264;GO:0015031
ENSDARG00000077656	GO:0005086;GO:0032012
ENSDARG00000077664	GO:0004197;GO:0005615;GO:0005764;GO:0006508;GO:0008233;GO:0008234;GO:0016787;GO:0051603
ENSDARG00000077665	GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0006468;GO:0007346;GO:0016301;GO:0016310;GO:0016740;GO:0043066;GO:0046777
ENSDARG00000077673	GO:0000166;GO:0005524
ENSDARG00000077687	GO:0005930;GO:0035082;GO:0035556;GO:0042461;GO:0060041
ENSDARG00000077688	GO:0004181;GO:0005615;GO:0006508;GO:0008270
ENSDARG00000077691	GO:0005215;GO:0005887;GO:0006814;GO:0015137;GO:0015141;GO:0015746;GO:0016020;GO:0016021;GO:0017153;GO:0035674;GO:0055085
ENSDARG00000077709	GO:0005086;GO:0030036;GO:0032012
ENSDARG00000077710	GO:0002040;GO:0004872;GO:0005887;GO:0007155;GO:0007158;GO:0009986;GO:0016020;GO:0016021;GO:0042043;GO:0045202;GO:0048488;GO:0050804;GO:0050808;GO:0060076;GO:0097104;GO:0097105
ENSDARG00000077722	GO:0001754;GO:0005509;GO:0007525;GO:0036342;GO:0061053;GO:0090249;GO:0090263
ENSDARG00000077726	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000077728	GO:0000166;GO:0000958;GO:0000962;GO:0000965;GO:0001889;GO:0003677;GO:0003678;GO:0003725;GO:0004004;GO:0004386;GO:0005524;GO:0005634;GO:0005739;GO:0005759;GO:0006310;GO:0016787;GO:0016817;GO:0030307;GO:0032508;GO:0034458;GO:0035945;GO:0035946;GO:0042645;GO:0043066;GO:0045025;GO:0070584;GO:0070827
ENSDARG00000077737	GO:0035556
ENSDARG00000077740	GO:0016020;GO:0016740;GO:0016757
ENSDARG00000077751	GO:0000166;GO:0000448;GO:0005524;GO:0005634;GO:0051731
ENSDARG00000077760	GO:0003676;GO:0003723
ENSDARG00000077761	GO:0004872;GO:0005887;GO:0007155;GO:0007158;GO:0009986;GO:0016020;GO:0016021;GO:0042043;GO:0045202;GO:0048488;GO:0050804;GO:0050808;GO:0097104;GO:0097105
ENSDARG00000077764	GO:0016020;GO:0016021;GO:0016884
ENSDARG00000077765	GO:0005886;GO:0005921;GO:0005922;GO:0007154;GO:0016020;GO:0016021;GO:0030054
ENSDARG00000077769	GO:0001105;GO:0005634;GO:0006355;GO:0032502
ENSDARG00000077775	GO:0003674;GO:0005737;GO:0008150
ENSDARG00000077776	GO:0005956;GO:0016055;GO:0016301;GO:0016310;GO:0016740;GO:0019887;GO:0031519;GO:0046872
ENSDARG00000077777	GO:0001947;GO:0003181;GO:0003785;GO:0007015;GO:0036302
ENSDARG00000077783	GO:0000166;GO:0004672;GO:0004713;GO:0004715;GO:0005524;GO:0005575;GO:0006468;GO:0016301;GO:0016310;GO:0016740
ENSDARG00000077788	GO:0005089;GO:0005813;GO:0005829;GO:0022011;GO:0035023;GO:0090307
ENSDARG00000077799	GO:0003676;GO:0046872
ENSDARG00000077810	GO:0009953;GO:0021549;GO:0043010
ENSDARG00000077811	GO:0002088;GO:0003700;GO:0007420;GO:0045879;GO:0046548;GO:0048593;GO:0061386
ENSDARG00000077812	GO:0005215;GO:0006810;GO:0016020;GO:0016021;GO:0055085
ENSDARG00000077813	GO:0046983
ENSDARG00000077815	GO:0000278;GO:0003674;GO:0005634;GO:0005680;GO:0007049;GO:0007067;GO:0007346;GO:0030071;GO:0031145;GO:0051301;GO:0070979
ENSDARG00000077817	GO:0003677;GO:0008270
ENSDARG00000077818	GO:0001755;GO:0005102;GO:0005615;GO:0007422;GO:0016020;GO:0016021;GO:0035556;GO:0098773
ENSDARG00000077828	GO:0005337;GO:0005765;GO:0006810;GO:0015858;GO:0016020;GO:0016021
ENSDARG00000077830	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000077836	GO:0005575;GO:0008150
ENSDARG00000077840	GO:0001947;GO:0003677;GO:0005634;GO:0006355;GO:0007507;GO:0048703
ENSDARG00000077842	GO:0007507;GO:0008270;GO:0046872
ENSDARG00000077847	GO:0014032
ENSDARG00000077850	GO:0030246
ENSDARG00000077853	GO:0006464
ENSDARG00000077858	GO:0005102;GO:0005576;GO:0009755
ENSDARG00000077859	GO:0003674;GO:0005575;GO:0032981
ENSDARG00000077860	GO:0003676;GO:0003723;GO:0005737;GO:0045087;GO:0060047
ENSDARG00000077862	GO:0016020;GO:0016021
ENSDARG00000077863	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000077864	GO:0005085;GO:0005096;GO:0005509;GO:0007264;GO:0007265;GO:0035556;GO:0043087;GO:0046872
ENSDARG00000077866	GO:0001944;GO:0002040;GO:0051489;GO:0072011;GO:0072015;GO:0097205
ENSDARG00000077870	GO:0006352;GO:0046982
ENSDARG00000077877	GO:0003676;GO:0008270;GO:0046872
ENSDARG00000077882	GO:0001558;GO:0005178;GO:0005520;GO:0005576;GO:0005578;GO:0007155;GO:0007165;GO:0007267;GO:0008201;GO:0060548
ENSDARG00000077883	GO:0003674;GO:0005737;GO:0005856;GO:0007049;GO:0007067;GO:0008283;GO:0051301;GO:0051310;GO:0070372;GO:0097431
ENSDARG00000077897	GO:0003676;GO:0046872
ENSDARG00000077898	GO:0004888;GO:0004930;GO:0007186;GO:0016020;GO:0016021;GO:0050907
ENSDARG00000077900	GO:0003677;GO:0003906;GO:0005634;GO:0005739;GO:0006281;GO:0006284;GO:0008081;GO:0008270
ENSDARG00000077903	GO:0005794;GO:0006486;GO:0008378;GO:0016020;GO:0016021;GO:0016740;GO:0016757
ENSDARG00000077907	GO:0016020;GO:0016021
ENSDARG00000077909	GO:0004197;GO:0004222;GO:0016020;GO:0016021;GO:0030176;GO:0071586
ENSDARG00000077911	GO:0003824;GO:0004555;GO:0005991;GO:0005993;GO:0008152;GO:0016787;GO:0016798
ENSDARG00000077920	GO:0016020;GO:0016021
ENSDARG00000077943	GO:0043484
ENSDARG00000077946	GO:0003677;GO:0005634;GO:0006338;GO:0006357;GO:0090544
ENSDARG00000077948	GO:0016579;GO:0036459
ENSDARG00000077955	GO:0008270;GO:0046872
ENSDARG00000077967	GO:0000276;GO:0015078;GO:0015986
ENSDARG00000077975	GO:0016020;GO:0016021
ENSDARG00000077982	GO:0000981;GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0006357;GO:0030154;GO:0043565
ENSDARG00000077983	GO:0008308;GO:0016020;GO:0016021;GO:0032580;GO:0051452
ENSDARG00000077988	GO:0000166;GO:0005524;GO:0006810;GO:0016020;GO:0016021;GO:0016887;GO:0042626;GO:0055085
ENSDARG00000077994	GO:0005975;GO:0016020;GO:0016021;GO:0016757
ENSDARG00000078004	GO:0001702;GO:0003676;GO:0003677;GO:0007275;GO:0008150;GO:0008270;GO:0046872
ENSDARG00000078012	GO:0005575;GO:0008150
ENSDARG00000078016	GO:0005575;GO:0008150;GO:0008270;GO:0046872
ENSDARG00000078018	GO:0003676;GO:0046872
ENSDARG00000078026	GO:0003676;GO:0008270
ENSDARG00000078034	GO:0003674;GO:0005575
ENSDARG00000078037	GO:0008376;GO:0032580
ENSDARG00000078042	GO:0002757;GO:0004904;GO:0005886;GO:0016020;GO:0016021
ENSDARG00000078050	GO:0008270;GO:0046872
ENSDARG00000078052	GO:0008589;GO:0048570;GO:0048747
ENSDARG00000078055	GO:0000723;GO:0000783;GO:0005515;GO:0007507;GO:0016233;GO:0042162;GO:0043066;GO:0070187
ENSDARG00000078057	GO:0005768;GO:0006897;GO:0016050;GO:0019898;GO:0035091
ENSDARG00000078058	GO:0003824;GO:0005634;GO:0008134;GO:0008152
ENSDARG00000078059	GO:0003674;GO:0008150
ENSDARG00000078060	GO:0005509;GO:0005544;GO:0006887;GO:0016020;GO:0016021;GO:0019905;GO:0030276;GO:0071912
ENSDARG00000078068	GO:0000166;GO:0005524;GO:0005886;GO:0016020;GO:0016021;GO:0016887;GO:0017127;GO:0033344;GO:0034041
ENSDARG00000078070	GO:0003333;GO:0015171;GO:0016020;GO:0016021
ENSDARG00000078075	GO:0000407;GO:0005776;GO:0016236;GO:0043130
ENSDARG00000078076	GO:0005634;GO:0045892
ENSDARG00000078078	GO:0007409;GO:0016020;GO:0016021
ENSDARG00000078092	GO:0008270;GO:0046872
ENSDARG00000078093	GO:0005525
ENSDARG00000078094	GO:0003674;GO:0005783;GO:0005789;GO:0008150;GO:0016020;GO:0016021
ENSDARG00000078095	GO:0042754;GO:0045892
ENSDARG00000078102	GO:0005086;GO:0005543;GO:0032012
ENSDARG00000078106	GO:0001755;GO:0003341;GO:0004439;GO:0006897;GO:0007165;GO:0007420;GO:0016787;GO:0032402;GO:0043009;GO:0043473;GO:0046856;GO:0048701;GO:0048884;GO:0060271;GO:0071871;GO:0097205
ENSDARG00000078108	GO:0005158
ENSDARG00000078109	GO:0004197;GO:0004843;GO:0006508;GO:0006511;GO:0008233;GO:0008234;GO:0016579;GO:0016787;GO:0036459
ENSDARG00000078111	GO:0044599
ENSDARG00000078113	GO:0000276;GO:0015078;GO:0015986
ENSDARG00000078118	GO:0003677;GO:0005575;GO:0008150
ENSDARG00000078119	GO:0005737;GO:0007165
ENSDARG00000078134	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000078138	GO:0016020;GO:0016021
ENSDARG00000078147	GO:0005125;GO:0005576;GO:0005615;GO:0006954;GO:0006955;GO:0032496;GO:0046427
ENSDARG00000078149	GO:0004872;GO:0004970;GO:0004972;GO:0005216;GO:0005234;GO:0005886;GO:0006810;GO:0006811;GO:0016020;GO:0016021;GO:0017146;GO:0030054;GO:0045202;GO:0045211
ENSDARG00000078151	GO:0004872;GO:0004970;GO:0005216;GO:0005234;GO:0005886;GO:0006810;GO:0006811;GO:0016020;GO:0016021;GO:0030054;GO:0045202;GO:0045211
ENSDARG00000078163	GO:0005975;GO:0016020;GO:0016798
ENSDARG00000078164	GO:0003676;GO:0003677;GO:0046872
ENSDARG00000078167	GO:0000166;GO:0005524
ENSDARG00000078178	GO:0003956;GO:0006471;GO:0016020;GO:0016021;GO:0016740;GO:0016757
ENSDARG00000078179	GO:0003674;GO:0008150;GO:0016020;GO:0016021
ENSDARG00000078182	GO:0005525;GO:0005575;GO:0008150
ENSDARG00000078183	GO:0004866;GO:0005576;GO:0005615
ENSDARG00000078185	GO:0005622;GO:0044325;GO:0072661
ENSDARG00000078187	GO:0005215;GO:0006810;GO:0006811;GO:0007268;GO:0015377;GO:0015379;GO:0016020;GO:0016021;GO:0022820;GO:0048919;GO:0055085;GO:0060041
ENSDARG00000078190	GO:0005509;GO:0005886;GO:0007155;GO:0007156;GO:0016020;GO:0016021
ENSDARG00000078191	GO:0003676;GO:0046872
ENSDARG00000078195	GO:0003824
ENSDARG00000078201	GO:0016020;GO:0016021
ENSDARG00000078205	GO:0002548;GO:0005576;GO:0005615;GO:0006954;GO:0006955;GO:0007186;GO:0008009;GO:0030593;GO:0043547;GO:0048020;GO:0048247;GO:0070098;GO:0070374;GO:0071346;GO:0071347;GO:0071356
ENSDARG00000078212	GO:0003676;GO:0046872
ENSDARG00000078215	GO:0000011;GO:0006895;GO:0006896;GO:0006897;GO:0010009;GO:0017137;GO:0034058;GO:0045324;GO:0046872
ENSDARG00000078216	GO:0005509
ENSDARG00000078223	GO:0004930;GO:0007186;GO:0016020;GO:0016021;GO:0050909
ENSDARG00000078226	GO:0005509;GO:0005886;GO:0007155;GO:0007156;GO:0016020;GO:0016021
ENSDARG00000078227	GO:0005887;GO:0016020;GO:0016021;GO:0016477
ENSDARG00000078245	GO:0001733;GO:0005794;GO:0009247;GO:0016020;GO:0016021
ENSDARG00000078247	GO:0005179;GO:0005576;GO:0007188;GO:0007200;GO:0048255;GO:0070459
ENSDARG00000078250	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000078251	GO:0004672;GO:0005524;GO:0006468
ENSDARG00000078254	GO:0005622;GO:0008270
ENSDARG00000078256	GO:0000981;GO:0003676;GO:0003700;GO:0005634;GO:0006351;GO:0006366;GO:0046872
ENSDARG00000078257	GO:0004930;GO:0007186;GO:0016020;GO:0016021
ENSDARG00000078259	GO:0005783;GO:0016020;GO:0016021;GO:0046982
ENSDARG00000078261	GO:0003146;GO:0007601;GO:0048793;GO:0060026;GO:0060972;GO:0070121
ENSDARG00000078266	GO:0046983
ENSDARG00000078267	GO:0004842;GO:0006464;GO:0008270;GO:0015031;GO:0046872;GO:0071797
ENSDARG00000078271	GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0006468;GO:0007346;GO:0043066;GO:0046777
ENSDARG00000078279	GO:0000981;GO:0003676;GO:0003677;GO:0003700;GO:0005634;GO:0006351;GO:0006355;GO:0009653;GO:0030154;GO:0043565;GO:0046872
ENSDARG00000078280	GO:0003677;GO:0005634;GO:0006355;GO:0043565
ENSDARG00000078283	GO:0016020;GO:0016021
ENSDARG00000078284	GO:0003824;GO:0004689;GO:0005516;GO:0005964;GO:0005977
ENSDARG00000078301	GO:0000139;GO:0003674;GO:0005737;GO:0005794;GO:0005886;GO:0016020;GO:0016021;GO:0042060;GO:0045787;GO:0050673
ENSDARG00000078308	GO:0001525;GO:0003674;GO:0007275;GO:0009953;GO:0009966;GO:0016020;GO:0040037;GO:0042127;GO:0045595;GO:0046580;GO:0060841;GO:0070373
ENSDARG00000078312	GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0006468;GO:0007346;GO:0016301;GO:0016310;GO:0016740;GO:0043066;GO:0046777
ENSDARG00000078313	GO:0003774;GO:0005096;GO:0005524;GO:0007165;GO:0016459;GO:0035556;GO:0043547
ENSDARG00000078317	GO:0004725;GO:0006470;GO:0008138;GO:0016311;GO:0016787;GO:0016791;GO:0017017
ENSDARG00000078318	GO:0005523;GO:0005865;GO:0006936;GO:0007015;GO:0030239;GO:0051015;GO:0051694
ENSDARG00000078319	GO:0005525;GO:0016020;GO:0016021
ENSDARG00000078322	GO:0005581
ENSDARG00000078324	GO:0003676;GO:0006355;GO:0046872;GO:0048701;GO:0048702;GO:0048703;GO:0060038;GO:0060047;GO:0061337
ENSDARG00000078326	GO:0005096;GO:0007165
ENSDARG00000078331	GO:0005254;GO:0005887;GO:0016020;GO:0016021;GO:0034707;GO:1902476
ENSDARG00000078333	GO:0016020;GO:0016021
ENSDARG00000078335	GO:0001525;GO:0001568;GO:0007163;GO:0043534
ENSDARG00000078355	GO:0046872
ENSDARG00000078359	GO:0003723;GO:0004518;GO:0004519;GO:0004521;GO:0005576;GO:0016787;GO:0016788;GO:0042578;GO:0043765;GO:0044824;GO:0046872
ENSDARG00000078363	GO:0016020;GO:0016021
ENSDARG00000078366	GO:0005515;GO:0007411;GO:0007413;GO:0016020;GO:0016021;GO:0016199;GO:0021952;GO:0031290;GO:0033564;GO:0048696;GO:0048843
ENSDARG00000078381	GO:0000042
ENSDARG00000078383	GO:0003674;GO:0005634;GO:0010717
ENSDARG00000078389	GO:0016021
ENSDARG00000078391	GO:0072669
ENSDARG00000078392	GO:0008376;GO:0032580
ENSDARG00000078404	GO:0005509;GO:0005886;GO:0007155;GO:0007156;GO:0016020;GO:0016021
ENSDARG00000078415	GO:0016020;GO:0016021
ENSDARG00000078416	GO:0001755;GO:0001756;GO:0003676;GO:0003677;GO:0005634;GO:0009953;GO:0014029;GO:0035622;GO:0046872;GO:0060028;GO:0060030
ENSDARG00000078417	GO:0001525;GO:0016020;GO:0016021
ENSDARG00000078423	GO:0003677;GO:0005575;GO:0006313;GO:0015074;GO:0032502
ENSDARG00000078425	GO:0003824;GO:0004587;GO:0005737;GO:0008483;GO:0010121;GO:0019544;GO:0030170;GO:0042802
ENSDARG00000078429	GO:0005319;GO:0005575;GO:0006869
ENSDARG00000078430	GO:0005057;GO:0005085;GO:0005089;GO:0007165;GO:0035023;GO:0035556
ENSDARG00000078433	GO:0003674
ENSDARG00000078434	GO:0003676;GO:0046872
ENSDARG00000078446	GO:0005622;GO:0008270;GO:0046872
ENSDARG00000078451	GO:0004252;GO:0006508
ENSDARG00000078452	GO:0004392;GO:0006788;GO:0016020;GO:0016021;GO:0055114
ENSDARG00000078455	GO:0016020;GO:0016021
ENSDARG00000078457	GO:0030246
ENSDARG00000078458	GO:0004864;GO:0005575;GO:0010923;GO:0019902
ENSDARG00000078459	GO:0003677;GO:0005634;GO:0006351;GO:0006355;GO:0043565
ENSDARG00000078468	GO:0004252;GO:0006508;GO:0008236;GO:0016020;GO:0016021
ENSDARG00000078473	GO:0005575;GO:0016301;GO:0016310;GO:0016740
ENSDARG00000078474	GO:0003774;GO:0005524;GO:0005856;GO:0016459
ENSDARG00000078475	GO:0004842;GO:0031463
ENSDARG00000078476	GO:0003676;GO:0003700;GO:0046872
ENSDARG00000078481	GO:0005506;GO:0016020;GO:0016021;GO:0016491;GO:0016705;GO:0031418;GO:0055114
ENSDARG00000078489	GO:0016020
ENSDARG00000078500	GO:0001666;GO:0003735;GO:0005761;GO:0005763;GO:0006915;GO:0015935
ENSDARG00000078502	GO:0005044;GO:0016020;GO:0016021
ENSDARG00000078507	GO:0001654;GO:0001707;GO:0001710;GO:0001756;GO:0005102;GO:0005109;GO:0005576;GO:0005578;GO:0005615;GO:0007275;GO:0007398;GO:0007417;GO:0007492;GO:0007498;GO:0009952;GO:0009953;GO:0010628;GO:0016055;GO:0021512;GO:0030178;GO:0030182;GO:0030902;GO:0030903;GO:0035284;GO:0036342;GO:0042074;GO:0044332;GO:0045165;GO:0045743;GO:0046872;GO:0048263;GO:0060061;GO:0060896;GO:0090090;GO:0090263;GO:2000053;GO:2000742
ENSDARG00000078509	GO:0007175;GO:0016567;GO:0032436;GO:0035556
ENSDARG00000078512	GO:0000166;GO:0003824;GO:0003989;GO:0004075;GO:0005524;GO:0006633;GO:0016874;GO:0046872
ENSDARG00000078518	GO:0001558;GO:0005520;GO:0005576
ENSDARG00000078527	GO:0016020;GO:0016021
ENSDARG00000078535	GO:0003674;GO:0008150
ENSDARG00000078536	GO:0016020;GO:0016021
ENSDARG00000078542	GO:0016787;GO:0046856
ENSDARG00000078546	GO:0000166;GO:0004812;GO:0004817;GO:0005524;GO:0005829;GO:0006418;GO:0006423
ENSDARG00000078550	GO:0003674;GO:0008150;GO:0016020;GO:0016021
ENSDARG00000078551	GO:0003674;GO:0008150;GO:0016020;GO:0016021
ENSDARG00000078560	GO:0006810;GO:0006811;GO:0006812;GO:0006814;GO:0006885;GO:0015297;GO:0015299;GO:0015385;GO:0016020;GO:0016021;GO:0055085
ENSDARG00000078561	GO:0003674;GO:0008150;GO:0016020;GO:0016021
ENSDARG00000078569	GO:0016020;GO:0016021
ENSDARG00000078574	GO:0004175;GO:0005634;GO:0006508;GO:0008234;GO:0016926;GO:0016929
ENSDARG00000078585	GO:0003674;GO:0009306;GO:0016192
ENSDARG00000078592	GO:0005789;GO:0009966;GO:0030246;GO:1900176
ENSDARG00000078600	GO:0016020;GO:0016021
ENSDARG00000078602	GO:0004871;GO:0004930;GO:0004957;GO:0004958;GO:0004960;GO:0007165;GO:0007186;GO:0016020;GO:0016021
ENSDARG00000078605	GO:0004871;GO:0004930;GO:0004957;GO:0004960;GO:0007165;GO:0007186;GO:0016020;GO:0016021
ENSDARG00000078606	GO:0005575;GO:0008150
ENSDARG00000078613	GO:0005634;GO:0016567;GO:0030891;GO:0061630
ENSDARG00000078618	GO:0016787;GO:0046856
ENSDARG00000078619	GO:0003824;GO:0004731;GO:0005737;GO:0006139;GO:0009116;GO:0016740;GO:0016757;GO:0043101
ENSDARG00000078624	GO:0002040;GO:0005089;GO:0035023;GO:0046847
ENSDARG00000078625	GO:0005102;GO:0008083
ENSDARG00000078627	GO:0016020;GO:0016021
ENSDARG00000078638	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000078643	GO:0016020;GO:0016021
ENSDARG00000078645	GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0006468;GO:0016301;GO:0016310;GO:0016740
ENSDARG00000078647	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000078649	GO:0004896;GO:0016020;GO:0016021
ENSDARG00000078653	GO:0005096;GO:0006897;GO:0007165;GO:0007264;GO:0016020;GO:0016887;GO:0017160
ENSDARG00000078659	GO:0016020;GO:0016021
ENSDARG00000078671	GO:0016533;GO:0016534
ENSDARG00000078675	GO:0005085;GO:0007264
ENSDARG00000078686	GO:0000166;GO:0005525;GO:0005622;GO:0007264
ENSDARG00000078688	GO:0005158
ENSDARG00000078694	GO:0003824
ENSDARG00000078696	GO:0003674;GO:0005575;GO:0007519;GO:0048738
ENSDARG00000078701	GO:0003676;GO:0046872
ENSDARG00000078707	GO:0001755;GO:0030215;GO:0030335;GO:0038191;GO:0045499;GO:0048843;GO:0050919;GO:0071526
ENSDARG00000078717	GO:0007155;GO:0007229;GO:0008305;GO:0016020;GO:0016021
ENSDARG00000078722	GO:0031116
ENSDARG00000078728	GO:0003676;GO:0008150;GO:0046872
ENSDARG00000078729	GO:0004871;GO:0004930;GO:0004950;GO:0005044;GO:0006935;GO:0007165;GO:0007186;GO:0016020;GO:0016021;GO:0019956
ENSDARG00000078733	GO:0007420;GO:0010960
ENSDARG00000078734	GO:0000166;GO:0003774;GO:0005524;GO:0016459
ENSDARG00000078736	GO:0005509;GO:0005544;GO:0019905;GO:0030276
ENSDARG00000078738	GO:0004514;GO:0009435
ENSDARG00000078741	GO:0005856
ENSDARG00000078743	GO:0004930;GO:0007186;GO:0016020;GO:0016021
ENSDARG00000078749	GO:0008376;GO:0016020;GO:0016021;GO:0016740;GO:0032580
ENSDARG00000078751	GO:0004252;GO:0006508
ENSDARG00000078755	GO:0005887;GO:0007409;GO:0016020;GO:0016021;GO:0042577;GO:0046839
ENSDARG00000078757	GO:0004866;GO:0005576;GO:0005615
ENSDARG00000078759	GO:0005760;GO:0006264;GO:0006284;GO:0016890;GO:0017108;GO:0033567;GO:0043137;GO:0043142;GO:0045740
ENSDARG00000078762	GO:0016020;GO:0016021
ENSDARG00000078763	GO:0002377;GO:0005615;GO:0006955
ENSDARG00000078781	GO:0003700;GO:0003906;GO:0005634;GO:0006284;GO:0006355
ENSDARG00000078785	GO:0003674;GO:0008150;GO:0016020;GO:0016021
ENSDARG00000078789	GO:0005215;GO:0006810;GO:0016020;GO:0016021
ENSDARG00000078800	GO:0005254;GO:0005887;GO:0006810;GO:0008271;GO:0008272;GO:0015106;GO:0015116;GO:0015301;GO:0016020;GO:0016021;GO:0019531;GO:0042391;GO:0051453;GO:0055085
ENSDARG00000078803	GO:0007050
ENSDARG00000078807	GO:0003674;GO:0005575;GO:0006303
ENSDARG00000078810	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000078815	GO:0000166;GO:0004672;GO:0004674;GO:0004703;GO:0005524;GO:0006468;GO:0007165;GO:0007368;GO:0016301;GO:0016310;GO:0016740;GO:0032007;GO:1902017
ENSDARG00000078817	GO:0000209;GO:0005634;GO:0005737;GO:0008045;GO:0008270;GO:0030513;GO:0042787;GO:0043161;GO:0046872;GO:0061630
ENSDARG00000078822	GO:0000166;GO:0004383;GO:0004672;GO:0005524;GO:0005886;GO:0006182;GO:0006468;GO:0007165;GO:0008074;GO:0009190;GO:0016020;GO:0016021;GO:0016829;GO:0016849;GO:0035556
ENSDARG00000078824	GO:0005178;GO:0005887;GO:0007155;GO:0016020;GO:0016337
ENSDARG00000078828	GO:0001664;GO:0007186
ENSDARG00000078829	GO:0003674;GO:0005575;GO:0008150
ENSDARG00000078835	GO:0003747;GO:0004045;GO:0005762;GO:0006415;GO:0016150;GO:0043022;GO:0070126;GO:0072344
ENSDARG00000078839	GO:0004860;GO:0005737;GO:0006469;GO:0016020;GO:0016021;GO:0019221;GO:0046426
ENSDARG00000078841	GO:0005886;GO:0016020;GO:0016021;GO:0070782
ENSDARG00000078847	GO:0008152;GO:0016491
ENSDARG00000078850	GO:0005575
ENSDARG00000078854	GO:0015693;GO:0016020;GO:0016021;GO:0045454
ENSDARG00000078856	GO:0005887;GO:0008514;GO:0016020;GO:0016021;GO:0022857;GO:0055085
